OBJECTID,VERTICE,REGION,PROVINCIA,DISTRITO,LOCALIDAD,LATITUD,LONGITUD
59631,6534.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.356573800,-71.63791860
59632,6535.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.356519990,-71.63796063
59633,6536.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.360630570,-71.64345927
59634,6537.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.360633490,-71.64341729
59635,6538.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.360657880,-71.64340923
59636,6539.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.360685100,-71.64339797
59637,6540.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.360729840,-71.64333437
59638,6541.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.361073120,-71.64353656
59639,6542.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.361087760,-71.64359217
59640,6543.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.352896940,-71.63521142
59641,6544.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.352956720,-71.63526855
59642,6545.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.353176850,-71.63175898
59643,6546.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.353135890,-71.63168529
59644,6547.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.353216710,-71.63168030
59645,6548.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.347998640,-71.63107526
59646,6549.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SHIHUA,-14.347362980,-71.63259311
59647,6550.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299356080,-71.74422110
59648,6551.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299288710,-71.74424763
59649,6552.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302420120,-71.74791147
59650,6553.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302500350,-71.74789265
59651,6554.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302519160,-71.74794568
59652,6555.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305646880,-71.74778186
59653,6556.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302378230,-71.74815188
59654,6557.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302412210,-71.74870461
59655,6558.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302301020,-71.74863676
59656,6559.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302736820,-71.74856795
59657,6560.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302660000,-71.74858577
59658,6561.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301730470,-71.74918634
59659,6562.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301877450,-71.74896014
59660,6563.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306698900,-71.73794951
59661,6564.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299327490,-71.74426726
59662,6565.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.300124170,-71.74472715
59663,6566.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299924230,-71.74423334
59664,6567.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299492230,-71.74572244
59665,6568.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299042730,-71.74820506
59666,6569.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.299039370,-71.74829441
59667,6570.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.298996760,-71.74824238
59668,6571.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306356090,-71.74891467
59669,6572.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306305620,-71.74893791
59670,6573.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306265680,-71.74889398
59671,6574.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306860660,-71.74833365
59672,6575.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306793970,-71.74836784
59673,6576.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306807740,-71.74831050
59674,6577.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306747030,-71.74831608
59675,6578.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306230580,-71.74735719
59676,6579.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306207300,-71.74755887
59677,6580.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305327210,-71.74772024
59678,6581.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306983890,-71.74305171
59679,6582.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306350240,-71.74268793
59680,6583.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306355800,-71.74221282
59681,6584.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306294030,-71.74221963
59682,6585.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306269990,-71.74217734
59683,6586.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.306293450,-71.74214201
59684,6587.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305820700,-71.74200169
59685,6588.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305860690,-71.74202268
59686,6589.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305267070,-71.74136541
59687,6590.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305164390,-71.74136485
59688,6591.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305271280,-71.74145906
59689,6592.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305221780,-71.74144620
59690,6593.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.305209750,-71.74138888
59691,6594.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302990070,-71.75026150
59692,6595.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302710240,-71.75079784
59693,6596.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302770010,-71.75071484
59694,6597.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302735950,-71.75065663
59695,6598.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302677090,-71.75064442
59696,6599.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.302631330,-71.75076981
59697,6600.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301312560,-71.75081915
59698,6601.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301366290,-71.75080713
59699,6602.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301396840,-71.75076973
59700,6603.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301271890,-71.75073489
59701,6604.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.301338060,-71.75069654
59702,6605.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.297932940,-71.75072666
59703,6606.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.298408140,-71.75058069
59704,6607.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.298436060,-71.75063846
59705,6608.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.298790710,-71.75118274
59706,6609.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.298863490,-71.75125150
59707,6610.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.308542700,-71.75023617
59708,6611.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.308272630,-71.74992131
59709,6612.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.308279130,-71.74998725
59710,6613.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.308202360,-71.74992189
59711,6614.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,AYAHUAYCO,-14.308222810,-71.74999590
59712,6615.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.358650900,-71.68966617
59713,6616.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.358622710,-71.68950995
59714,6617.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.358714550,-71.69159548
59715,6618.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.352726600,-71.69301022
59716,6619.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366689690,-71.69262993
59717,6620.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.357600990,-71.69394673
59718,6621.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.357020710,-71.68986815
59719,6622.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366564200,-71.69233297
59720,6623.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366421360,-71.69249478
59721,6624.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366448370,-71.69257098
59722,6625.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366366680,-71.69258837
59723,6626.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.357614900,-71.69388835
59724,6627.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.358849260,-71.69159651
59725,6628.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.363135370,-71.69674623
59726,6629.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.363082390,-71.69675474
59727,6630.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.360817910,-71.69107564
59728,6631.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.360878430,-71.69107513
59729,6632.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.360881000,-71.69114679
59730,6633.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362218470,-71.69269424
59731,6634.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362151710,-71.69264499
59732,6635.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362119310,-71.69271335
59733,6636.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362118270,-71.69277547
59734,6637.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362202200,-71.69281652
59735,6638.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362174340,-71.69236639
59736,6639.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.362213370,-71.69241441
59737,6640.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.352994360,-71.69307487
59738,6641.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.352930040,-71.69311450
59739,6642.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.352897000,-71.69303435
59740,6643.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.352815970,-71.69305774
59741,6644.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.360980640,-71.68742103
59742,6645.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.360951700,-71.68737763
59743,6646.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.368801250,-71.69691046
59744,6647.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.367615910,-71.68512816
59745,6648.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366784850,-71.68503380
59746,6649.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.366838160,-71.68507294
59747,6650.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,SURAMAQUE,-14.367703730,-71.68517496
59748,6651.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346045490,-71.72287302
59749,6652.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344092650,-71.72508722
59750,6653.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344052500,-71.72511731
59751,6654.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344908430,-71.72423427
59752,6655.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344847970,-71.72426401
59753,6656.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344809350,-71.72425355
59754,6657.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344655270,-71.72466382
59755,6658.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344717300,-71.72469632
59756,6659.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344711180,-71.72460261
59757,6660.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.344760940,-71.72464506
59758,6661.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.345559770,-71.73246941
59759,6662.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.345586420,-71.73252147
59760,6663.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.345541590,-71.73254721
59761,6664.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346463120,-71.73209842
59762,6665.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346407260,-71.73216787
59763,6666.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346445840,-71.73203083
59764,6667.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346377130,-71.73210311
59765,6668.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.346345260,-71.73216664
59766,6669.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347687390,-71.73131788
59767,6670.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347754030,-71.73125137
59768,6671.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347746060,-71.73130973
59769,6672.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347815000,-71.73135534
59770,6673.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347774850,-71.73142005
59771,6674.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347714430,-71.73138649
59772,6675.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347815900,-71.73182542
59773,6676.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347788120,-71.73172073
59774,6677.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347684890,-71.73176470
59775,6678.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347681240,-71.73169259
59776,6679.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347748740,-71.73165827
59777,6680.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347954880,-71.73168268
59778,6681.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347965960,-71.73174669
59779,6682.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.348005680,-71.73177314
59780,6683.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,LIWLICANI,-14.347988740,-71.73183953
59781,6684.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.369734350,-71.59496530
59782,6685.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.369786820,-71.59499296
59783,6686.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370000690,-71.59490586
59784,6687.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367755970,-71.58641287
59785,6688.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367783130,-71.58634090
59786,6689.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.380860880,-71.59819914
59787,6690.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.380862520,-71.59810814
59788,6691.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.380804710,-71.59808938
59789,6692.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.380781000,-71.59816230
59790,6693.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376587830,-71.58881150
59791,6694.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376579070,-71.58887385
59792,6695.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376515090,-71.58886780
59793,6696.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376512630,-71.58879891
59794,6697.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376507190,-71.58870537
59795,6698.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.376302430,-71.58861371
59796,6699.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.377321460,-71.59205015
59797,6700.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.377272560,-71.59200642
59798,6701.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.377214230,-71.59206151
59799,6702.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.378575550,-71.60434323
59800,6703.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382918450,-71.60351751
59801,6704.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382860100,-71.60350865
59802,6705.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382801530,-71.60350184
59803,6706.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382829800,-71.60345086
59804,6707.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382934240,-71.60344483
59805,6708.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.382899630,-71.60338823
59806,6709.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366796760,-71.60588824
59807,6710.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.369033950,-71.60443743
59808,6711.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361513690,-71.61198556
59809,6712.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361930610,-71.61197529
59810,6713.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361814550,-71.61198690
59811,6714.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361849260,-71.61205886
59812,6715.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361070700,-71.61216122
59813,6716.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370778250,-71.60577632
59814,6717.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370800390,-71.60566707
59815,6718.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359409200,-71.61094598
59816,6719.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359678730,-71.61100419
59817,6720.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359906920,-71.61278215
59818,6721.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359721780,-71.61108811
59819,6722.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359541380,-71.61093322
59820,6723.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359591000,-71.61118153
59821,6724.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359932770,-71.61111203
59822,6725.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359792530,-71.61115280
59823,6726.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359733380,-71.61115386
59824,6727.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359684320,-71.61117897
59825,6728.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.359577970,-71.61108694
59826,6729.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.360039130,-71.61272692
59827,6730.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361751780,-71.61203606
59828,6731.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361914040,-71.61207897
59829,6732.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361521710,-71.61180043
59830,6733.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361587750,-71.61204426
59831,6734.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370045060,-71.60381628
59832,6735.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367881640,-71.59635000
59833,6736.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367802400,-71.59636266
59834,6737.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367240500,-71.59798446
59835,6738.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367216900,-71.59794254
59836,6739.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.367246560,-71.60600150
59837,6740.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366711100,-71.60634129
59838,6741.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366665550,-71.60628342
59839,6742.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366901040,-71.60581070
59840,6743.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366803330,-71.60581946
59841,6744.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366772160,-71.60578250
59842,6745.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.366701160,-71.60582099
59843,6746.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368254080,-71.60459038
59844,6747.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368205870,-71.60463185
59845,6748.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368260980,-71.60454907
59846,6749.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368199490,-71.60451150
59847,6750.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368266290,-71.60445116
59848,6751.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368274920,-71.60439167
59849,6752.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368231360,-71.60437735
59850,6753.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368147950,-71.60442284
59851,6754.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.369058290,-71.60434905
59852,6755.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.369004350,-71.60437851
59853,6756.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370096540,-71.60388782
59854,6757.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370126540,-71.60374510
59855,6758.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.370139960,-71.60385550
59856,6759.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368702830,-71.60644799
59857,6760.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368673040,-71.60634938
59858,6761.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.368752070,-71.60639354
59859,6762.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358469590,-71.60843670
59860,6763.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358428440,-71.60853771
59861,6764.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358515810,-71.60856016
59862,6765.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358526350,-71.60841320
59863,6766.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358570250,-71.60853809
59864,6767.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.358217740,-71.60751374
59865,6768.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.360558170,-71.61243975
59866,6769.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.361013430,-71.61163695
59867,6770.00000000000,CUSCO,CHUMBIVILCAS,LIVITACA,CHULLUNI,-14.360852750,-71.61241855
